timestamp,latency_ms,throughput_mbps,packet_loss_pct,jitter_ms,cpu_pct,mem_pct,io_ms,is_event,event_type,z_latency_ms,z_throughput_mbps,z_packet_loss_pct,z_jitter_ms,z_cpu_pct,z_mem_pct,z_io_ms,num_flagged_metrics,score_sum,is_anom
2026-01-01 00:00:00,35.881051407600715,174.142553335689,0.4338276667609478,4.58518141964925,37.64897486223424,42.82413786815288,6.745761073871197,0,none,,,,,,,,0,0.0,0
2026-01-01 00:01:00,31.62266662497767,170.86124313221578,0.4014130887101994,4.26256592922238,39.64140845935079,44.09267439714436,5.982847494549291,0,none,,,,,,,,0,0.0,0
2026-01-01 00:02:00,32.67472202108684,167.92691264127382,0.4746212317850336,3.940437740054896,41.79767720914094,42.91847193855856,5.445119881156913,0,none,,,,,,,,0,0.0,0
2026-01-01 00:03:00,33.478652510634824,169.44795641041577,0.4105391182190002,3.829933709754144,38.5140729446479,39.582525252868045,5.612431401475129,0,none,,,,,,,,0,0.0,0
2026-01-01 00:04:00,31.140309023214563,167.6890069016267,0.3556275780042296,3.546556511596562,39.25733091641316,44.58090148258417,5.925846316390472,0,none,,,,,,,,0,0.0,0
2026-01-01 00:05:00,32.776817208743914,159.97406985132454,0.4586887915516435,4.366496141353496,38.60222126819965,42.65905867819445,5.485328552182247,0,none,,,,,,,,0,0.0,0
2026-01-01 00:06:00,32.825431082132546,170.9734913818208,0.4598793764421186,4.11596084958891,41.111789197508486,42.93471604421456,5.448092550882097,0,none,,,,,,,,0,0.0,0
2026-01-01 00:07:00,29.372282802431943,169.80132580054155,0.5039148038941876,3.909241105931152,37.49003990124021,42.29223517633786,5.30968704898794,0,none,,,,,,,,0,0.0,0
2026-01-01 00:08:00,34.971559720108246,171.06492687420698,0.4573049156887889,4.096042045020215,38.99540571909598,42.540740339513256,5.685989484233225,0,none,,,,,,,,0,0.0,0
2026-01-01 00:09:00,34.19174472882746,165.43886052963117,0.3617402857951779,3.5460974133032988,33.34516761308331,41.86608688882856,6.195519966830709,0,none,,,,,,,,0,0.0,0
2026-01-01 00:10:00,31.794384394133186,172.47491518202017,0.4357440810710873,3.585332703207908,34.75367971225764,42.53905395239719,6.627070020552474,0,none,,,,,,,,0,0.0,0
2026-01-01 00:11:00,32.756630084125355,169.50698523070594,0.5176499200657705,3.642543315153584,44.991158220991736,44.72439463167396,6.219248752753193,0,none,,,,,,,,0,0.0,0
2026-01-01 00:12:00,34.1647982014303,160.93593504684574,0.4046500645996463,4.111336878960917,38.35351710480257,41.10134189637482,6.061951419007745,0,none,,,,,,,,0,0.0,0
2026-01-01 00:13:00,32.68594701415893,161.77973092851462,0.4796362064630171,4.932494367805104,42.2911097631361,42.25113838402029,6.260273202239431,0,none,,,,,,,,0,0.0,0
2026-01-01 00:14:00,32.777608586840614,165.50055541359674,0.5596091647771375,3.574803677182538,40.20668440304754,44.16273087623702,5.134357157194957,0,none,-0.06088031613676497,-0.5444391672308395,1.9910716429177613,-1.0378704368237417,0.37351772061959043,1.0618770425773463,-1.5429314631986235,0,6.612587789504667,0
2026-01-01 00:15:00,30.41105629039521,164.28816829026613,0.4467282743274837,4.469557230128067,39.766508820365885,42.53844855420567,5.761570279375051,0,none,-1.3966656855350699,-0.7849775768548559,-0.016018321815278604,1.0532056268459753,0.21347014283227012,-0.14423214656640085,-0.23052583039751018,0,3.8390953308473614,0
2026-01-01 00:16:00,34.48111654558534,169.07264256377547,0.427555519675253,4.233920894458506,41.156841335591366,44.022250862251326,6.672464841397518,0,none,1.0001672204468248,0.33376718821119067,-0.35713183983973773,0.46877655678547475,0.6827079156469431,0.9426020368954784,1.541037929391635,0,5.326190687217284,0
2026-01-01 00:17:00,33.674117938016565,171.3673012367684,0.347431451368732,4.324996598876183,34.06201097774432,43.26955008826106,6.544164048856508,0,none,0.49568833025942344,0.8479746772864184,-1.660395052251788,0.6658499152238658,-1.687642011513865,0.350337106704179,1.1895768736419765,0,6.897463966881516,0
2026-01-01 00:18:00,34.02965854411799,158.59066277563736,0.5077345813113683,4.413780340820486,36.14034730430542,44.31886580922012,5.6870176709165525,0,none,0.6874473154622983,-1.9565130529463393,1.1139084454380292,0.8478139320173513,-0.9282479606685566,1.1103107992237058,-0.5120611913714138,0,7.156302697127695,0
2026-01-01 00:19:00,30.48205353016287,170.37834558803317,0.5444193880588448,4.492254243568834,37.32649197320551,43.797284436166194,4.816364073274897,0,none,-1.4126328632908653,0.6347990257620844,1.5921602196057736,0.9927762404212616,-0.505596344281019,0.6748761749404528,-1.981351821995646,0,7.794192690297103,0
2026-01-01 00:20:00,36.890846166718674,176.6424547331343,0.5019505557181058,3.585208100782004,41.6862102013316,44.63628547143713,5.769278728275104,0,none,2.116596035814118,1.817652510526297,0.8439056229607952,-1.2170017052567337,0.9704279046048013,1.2573913129930199,-0.20303318095616402,0,8.426008273111929,0
2026-01-01 00:21:00,33.952441304205244,164.95958915671477,0.4487749795561221,4.207391840070995,45.702066920496165,42.34381309643936,6.061328665315692,0,none,0.5020004853689606,-0.6176167952095655,-0.05217428935184562,0.32243032977210473,2.061904489941234,-0.5229768530106454,0.345200219797081,0,4.424303462451436,0
2026-01-01 00:22:00,32.923792019930026,162.03553444306536,0.5156464314472169,3.557305797459253,39.84229719850617,43.69310157022861,6.806987119903207,0,none,-0.06692339344426246,-1.174719503920649,1.0520046688590035,-1.252713118453,0.19361622264409228,0.5373302313213418,1.643558789498955,0,5.920865928141303,0
2026-01-01 00:23:00,37.81049521167318,162.260718547314,0.552852439003518,5.150226505686288,37.04211861862578,47.05663037767848,6.2069395748585166,0,none,2.308841381900815,-1.0751588101157699,1.5640206880956682,2.326986902669838,-0.695073629853821,2.642609846190142,0.512608074046852,0,11.125299332872906,0
2026-01-01 00:24:00,33.71583373112438,168.912418027591,0.4831708738924935,3.9152576235861862,36.61810119546259,44.35125850769892,6.338599469367179,0,none,0.2352500238287701,0.3149998947584157,0.3976929059303323,-0.4084334383708948,-0.8067555358906627,0.7647465362369023,0.7381390149575745,0,3.6660173499735524,0
2026-01-01 00:25:00,30.95947853735641,158.8398340031904,0.4944143426201486,3.4379946903423217,37.43077429464128,45.57293572351652,5.7732897601442055,0,none,-1.1320011640665166,-1.6955887908167369,0.5728506771981728,-1.399641677930199,-0.5245281849578484,1.502527366120388,-0.3345387324036244,0,7.161676593493485,0
