timestamp,latency_ms,throughput_mbps,packet_loss_pct,jitter_ms,cpu_pct,mem_pct,io_ms
2026-05-03 11:27:01.108102,12.144399999999997,125.76753439528879,0.0,6.985951376870584,5.1,56.2,0.0001010894775390625
2026-05-15 23:14:57.415389,14.648,0.0,0.0,1.8932765249693457,1.9,61.5,0.00012755393981933594
2026-05-15 23:15:08.385779,15.330000000000002,0.00540924072265625,0.0,2.14030371676545,0.9,61.5,0.00015115737915039062
2026-05-15 23:15:19.358231,15.315999999999999,0.0013427734375,0.0,1.5492398135860053,1.3,61.6,5.5789947509765625e-05
2026-05-15 23:15:30.323456,14.873999999999997,0.00185394287109375,0.0,1.3837355238628513,8.2,62.0,5.936622619628906e-05
2026-05-15 23:15:41.292930,14.773399999999999,0.0,0.0,1.2698781201359444,7.5,61.9,0.0001633167266845703
2026-05-15 23:15:52.264736,14.3806,0.00121307373046875,0.0,1.850222051538679,9.9,61.8,7.867813110351562e-05
2026-05-15 23:16:03.232056,14.522000000000002,0.0033721923828125,0.0,2.072610913799308,12.3,61.0,7.605552673339844e-05
2026-05-15 23:16:14.202270,15.405999999999999,0.00148773193359375,0.0,2.0686623697452418,8.7,61.1,9.298324584960938e-05
2026-05-15 23:16:25.173399,15.212000000000003,0.0013427734375,0.0,1.5644347221920127,10.3,60.2,0.00013566017150878906
2026-05-15 23:16:36.140638,15.658000000000001,0.0,0.0,1.2955446731008542,6.7,59.8,0.00010442733764648438
2026-05-15 23:16:47.112219,15.244000000000002,0.000396728515625,0.0,1.77360198466285,6.2,60.0,0.0001327991485595703
2026-05-15 23:16:58.080983,14.261800000000003,0.000457763671875,0.0,1.761404768927347,7.4,59.8,6.341934204101562e-05
2026-05-15 23:17:09.041898,15.1832,0.0,0.0,1.6053877288680134,6.8,59.5,0.0001404285430908203
2026-05-15 23:17:20.014039,15.274000000000001,0.0,0.0,2.314200509895372,7.4,59.7,8.7738037109375e-05
2026-05-15 23:17:30.993678,15.564,0.0013427734375,0.0,2.11497139460561,5.6,59.6,0.0001316070556640625
2026-05-15 23:17:41.959606,15.735999999999999,0.0013427734375,0.0,2.284885992779508,6.2,59.7,6.389617919921875e-05
2026-05-15 23:17:52.925395,15.005600000000001,0.0,0.0,1.9606163928724052,4.3,59.3,0.00016021728515625
2026-05-15 23:18:03.894897,14.176000000000002,0.0,0.0,1.3985077761671545,1.5,59.2,0.00010180473327636719
2026-05-15 23:18:14.867550,14.585999999999999,0.0033416748046875,0.0,1.744363494229342,3.1,59.0,0.00010466575622558594
2026-05-15 23:18:25.839112,15.301999999999998,0.0,0.0,1.3088147309684437,1.5,59.3,0.0001342296600341797
