timestamp,latency_ms,throughput_mbps,packet_loss_pct,jitter_ms,cpu_pct,mem_pct,io_ms,is_event,event_type
2026-01-01 00:00:00,35.881051407600715,174.142553335689,0.43382766676094786,4.58518141964925,37.64897486223424,42.824137868152874,6.745761073871197,0,none
2026-01-01 00:01:00,31.62266662497767,170.86124313221578,0.40141308871019943,4.26256592922238,39.641408459350785,44.09267439714436,5.982847494549291,0,none
2026-01-01 00:02:00,32.67472202108684,167.92691264127382,0.4746212317850336,3.940437740054896,41.79767720914094,42.91847193855856,5.445119881156913,0,none
2026-01-01 00:03:00,33.478652510634824,169.44795641041577,0.4105391182190002,3.8299337097541435,38.5140729446479,39.582525252868045,5.612431401475129,0,none
2026-01-01 00:04:00,31.140309023214563,167.6890069016267,0.3556275780042296,3.546556511596562,39.25733091641316,44.58090148258417,5.925846316390472,0,none
2026-01-01 00:05:00,32.776817208743914,159.97406985132454,0.4586887915516435,4.366496141353496,38.60222126819965,42.65905867819445,5.485328552182247,0,none
2026-01-01 00:06:00,32.825431082132546,170.9734913818208,0.4598793764421186,4.11596084958891,41.111789197508486,42.934716044214554,5.448092550882097,0,none
2026-01-01 00:07:00,29.372282802431943,169.80132580054155,0.5039148038941876,3.909241105931152,37.49003990124021,42.29223517633786,5.30968704898794,0,none
2026-01-01 00:08:00,34.971559720108246,171.06492687420698,0.45730491568878895,4.096042045020215,38.99540571909598,42.540740339513256,5.685989484233225,0,none
2026-01-01 00:09:00,34.19174472882746,165.43886052963117,0.3617402857951779,3.5460974133032988,33.34516761308331,41.866086888828555,6.195519966830709,0,none
2026-01-01 00:10:00,31.794384394133182,172.47491518202017,0.43574408107108736,3.585332703207908,34.75367971225764,42.53905395239719,6.627070020552474,0,none
2026-01-01 00:11:00,32.756630084125355,169.50698523070594,0.5176499200657705,3.642543315153584,44.991158220991736,44.72439463167396,6.219248752753193,0,none
2026-01-01 00:12:00,34.1647982014303,160.93593504684574,0.40465006459964636,4.111336878960917,38.35351710480257,41.10134189637482,6.061951419007745,0,none
2026-01-01 00:13:00,32.68594701415893,161.77973092851462,0.4796362064630171,4.932494367805104,42.2911097631361,42.251138384020294,6.260273202239431,0,none
2026-01-01 00:14:00,32.777608586840614,165.50055541359674,0.5596091647771375,3.574803677182538,40.20668440304754,44.16273087623702,5.134357157194957,0,none
2026-01-01 00:15:00,30.41105629039521,164.28816829026613,0.4467282743274837,4.469557230128067,39.766508820365885,42.538448554205665,5.761570279375051,0,none
2026-01-01 00:16:00,34.48111654558534,169.07264256377547,0.42755551967525307,4.233920894458506,41.156841335591366,44.022250862251326,6.672464841397518,0,none
2026-01-01 00:17:00,33.674117938016565,171.3673012367684,0.34743145136873205,4.324996598876183,34.06201097774432,43.26955008826106,6.544164048856508,0,none
2026-01-01 00:18:00,34.02965854411799,158.59066277563736,0.5077345813113683,4.413780340820486,36.14034730430542,44.31886580922012,5.6870176709165525,0,none
2026-01-01 00:19:00,30.48205353016287,170.37834558803317,0.5444193880588448,4.492254243568834,37.326491973205506,43.797284436166194,4.816364073274897,0,none
2026-01-01 00:20:00,36.890846166718674,176.6424547331343,0.5019505557181058,3.585208100782004,41.6862102013316,44.63628547143713,5.769278728275104,0,none
2026-01-01 00:21:00,33.952441304205244,164.95958915671477,0.44877497955612217,4.207391840070995,45.702066920496165,42.34381309643936,6.061328665315692,0,none
2026-01-01 00:22:00,32.923792019930026,162.03553444306536,0.5156464314472169,3.5573057974592532,39.84229719850617,43.69310157022861,6.806987119903207,0,none
2026-01-01 00:23:00,37.81049521167318,162.26071854731399,0.552852439003518,5.1502265056862875,37.04211861862578,47.05663037767848,6.2069395748585166,0,none
2026-01-01 00:24:00,33.71583373112438,168.912418027591,0.4831708738924935,3.9152576235861867,36.61810119546259,44.35125850769892,6.338599469367179,0,none
2026-01-01 00:25:00,30.95947853735641,158.8398340031904,0.4944143426201486,3.4379946903423217,37.430774294641274,45.57293572351652,5.7732897601442055,0,none
2026-01-01 00:26:00,33.10458446124346,164.8942669994238,0.5010267687661439,4.281825163321724,40.54465594721393,41.257112224970186,7.168686425355175,0,none
2026-01-01 00:27:00,29.392587264279527,166.29365184948145,0.4831680811396114,5.251200447448672,38.63390085172628,41.34845895058662,6.16583032886398,0,none
2026-01-01 00:28:00,36.12215989125085,157.25722917075427,0.529217361638544,4.289870136398397,40.5780287639017,42.53971479469145,7.580651039652163,0,none
2026-01-01 00:29:00,33.24453847715783,170.2007052399959,0.3789614981784693,4.031355828477981,41.34586748511614,44.157624024225385,6.683260666060249,0,none
2026-01-01 00:30:00,32.64647035234151,168.61886010373468,0.4185324577157271,4.847890569913971,40.01363311896496,42.241537661783745,5.8982827989816204,0,none
2026-01-01 00:31:00,36.33057689157253,163.00580367961226,0.44563084416357257,4.489908432077397,40.82266048141068,42.347118973953215,7.178195521903284,0,none
2026-01-01 00:32:00,30.93751258318914,181.82381110545188,0.45784178072249465,3.655585474531598,37.73224821190063,41.123233261162994,6.8421327059582975,0,none
2026-01-01 00:33:00,35.36451648754193,158.6432823615695,0.39504290278113835,3.872648019451537,40.80677638463581,41.62292600954289,7.140153675196526,0,none
2026-01-01 00:34:00,30.21878803287778,169.57224540437525,0.3124816250156377,4.0801131402899244,40.18385131576297,45.7413228035015,5.899094232834804,0,none
2026-01-01 00:35:00,33.077223648040345,164.94795396087287,0.46753725034622384,4.827688373011065,42.270367706793756,45.409458393044716,6.929812410910503,0,none
2026-01-01 00:36:00,32.046991121803416,162.97655706419863,0.5336172182762242,4.225157289936369,42.51625823444011,45.233973327804456,6.138009663840199,0,none
2026-01-01 00:37:00,37.43323332447488,171.3416167074849,0.49684977073787073,4.146956806096474,40.156992390327474,42.04076069174945,5.673280941780293,0,none
